cell_name,knee_cycle,cap_end,cap_max,cap_mean,cap_mid,cap_min,cap_range,cap_start,cap_std,dQ_kurtosis,dQ_mean,dQ_min,dQ_skewness,dQ_std,drop_ratio,exp_a,exp_b,exp_c,linear_intercept,linear_r2,linear_slope,log_var_dQ,quad_a,quad_b,total_drop
SEV_batch2_c003,248,1.046734,1.0689098,1.0609537,1.0622822,1.046734,0.0221758,1.0638535,0.0066639245,10.743103,-0.00017292424,-0.0011639,1.9240639,0.0005327326,9.895118,1.0719824,0.020719264,2.7141944e-10,1.0721829,0.9277489,-0.00022236051,-6.5469813,-2.2696681e-06,6.8759787e-06,0.0171195
SEV_batch2_c004,245,1.0650914,1.0756472,1.0718597,1.0727541,1.0650914,0.0105558,1.0692153,0.0031904106,53.684162,-4.1655556e-05,-0.0004245,6.7515664,0.000431973,-2.1653385,1.0769118,0.009412299,3.434379e-11,1.0770103,0.851567,-0.00010199252,-6.729087,-1.3674398e-06,3.611891e-05,0.0041239
SEV_batch2_c005,390,1.070745,1.0730206,1.0718963,1.0728087,1.0641999,0.0088207,1.0641999,0.0011267681,53.592266,6.611212e-05,-0.0002542,6.672244,0.00043428637,-0.23971982,3.6709514e-11,1.0731137e-05,1.0718963,1.0717188,0.008106123,3.5144183e-06,-6.7244477,-1.1607327e-06,0.000120748424,-0.0065451
SEV_batch2_c006,256,1.0521992,1.0725312,1.0647291,1.0658135,1.0521992,0.020332,1.0651802,0.00626009,36.587708,-0.00013112121,-0.0006231,5.33159,0.00047190438,-21.497398,1.0750593,0.01934257,3.7741557e-09,1.0752476,0.92245513,-0.00020828862,-6.652292,-2.0038908e-06,-5.8956575e-06,0.012981
SEV_batch2_c007,530,1.0105121,1.024101,1.0173491,1.0174761,1.0066875,0.0174135,1.0219246,0.0042151883,4.75589,-0.00011527778,-0.0069535,0.6759975,0.0018081896,1.5654715,0.99768525,0.0138413515,0.026536679,1.024345,0.90001523,-0.00013853333,-5.4855123,-6.162332e-08,-0.00013230937,0.0114125
SEV_batch2_c009,309,1.0348208,1.0364138,1.035067,1.0361617,1.0295508,0.006863,1.0295508,0.00094005297,0.47146696,5.3232325e-05,-0.0011144,0.35819906,0.00059814495,-0.20283169,0.47155875,0.0011087725,0.5637695,1.0353338,0.0263237,-5.2837e-06,-6.4463873,-7.099874e-07,6.6425026e-05,-0.00527
SEV_batch2_c010,249,1.0670482,1.0739418,1.0714675,1.0724287,1.065103,0.0088387,1.065103,0.002127729,53.5974,1.9647474e-05,-0.000282,6.8540916,0.0004569089,-0.73447907,1.0597018,0.005091316,0.0144588435,1.0742154,0.54492456,-5.4412267e-05,-6.680341,-1.5496912e-06,0.00010210655,-0.0019451
SEV_batch2_c011,248,1.0705185,1.0759286,1.0741489,1.0749862,1.0680432,0.0078854,1.0680432,0.0016366144,45.0651,2.500303e-05,-0.0004385,5.94625,0.0004399613,-0.6434826,1.0620182,0.0034111338,0.013940108,1.0759953,0.41585836,-3.6562127e-05,-6.713171,-1.3841375e-06,0.00010323576,-0.0024753
SEV_batch2_c012,252,1.0600308,1.0742466,1.0689399,1.0699935,1.0600308,0.0142158,1.0676208,0.0043515824,39.47635,-7.666666e-05,-0.001563,5.1553197,0.00046900706,-4.1988873,1.0754724,0.0132216625,0.00054602115,1.0761527,0.8976143,-0.00014282507,-6.6576414,-1.553416e-06,1.4069954e-05,0.00759
SEV_batch2_c013,244,1.0716245,1.0832168,1.0789442,1.079904,1.0716245,0.0115923,1.076097,0.0035889768,60.814144,-4.5176766e-05,-0.000341,7.3746347,0.00047637217,-2.1748097,1.084686,0.010624874,3.8922858e-17,1.0847969,0.86888814,-0.00011589506,-6.6441073,-1.4033635e-06,2.5844654e-05,0.0044725
SEV_batch2_c014,249,1.0809475,1.0828831,1.081991,1.0826604,1.0742625,0.0086206,1.0742625,0.001100724,44.1955,6.752525e-05,-0.0012444,5.7538695,0.00045703785,-0.20396766,6.4494204e-10,1.3580389e-07,1.081991,1.0819514,0.00042400975,7.8519713e-07,-6.6800957,-1.0831018e-06,0.00011017847,-0.006685
SEV_batch2_c018,246,1.0588086,1.0676094,1.0640923,1.0643704,1.0587758,0.0088336,1.0610169,0.0025532413,1.2616842,-2.2306062e-05,-0.0018887,0.268783,0.00073187635,-1.658506,1.0646597,0.0072073573,0.0032600083,1.0679957,0.7636497,-7.729498e-05,-6.2711244,-1.3353605e-06,5.7576428e-05,0.0022083
SEV_batch2_c019,247,1.0328457,1.0496798,1.0422057,1.0425131,1.0328457,0.0168341,1.0454259,0.0051248167,12.272877,-0.00012707272,-0.0009918,2.1684136,0.00044950767,3.318937,1.0491378,0.016655779,0.0017564263,1.0510502,0.97314864,-0.00017513795,-6.6945257,-8.174086e-07,-9.257968e-05,0.0125802
SEV_batch2_c020,247,1.0862604,1.0894939,1.087863,1.0887312,1.0786781,0.0108158,1.0786781,0.0014047619,39.910362,7.658889e-05,-0.0005401,5.486166,0.0005416843,-0.24577494,0.09423675,0.0006258765,0.9936557,1.0878934,0.00015291384,-6.01781e-07,-6.5325074,-1.4713318e-06,0.00014800273,-0.0075823
SEV_batch2_c021,250,1.0766457,1.082017,1.0798142,1.0808204,1.0718927,0.0101242,1.0718927,0.0018017628,44.847923,4.80101e-05,-0.0005208,5.875215,0.00059710274,-0.46761206,1.069436,0.0035130417,0.012254458,1.0817289,0.3689966,-3.791588e-05,-6.4479017,-1.4079856e-06,0.00010429066,-0.004753
SEV_batch2_c022,245,1.0825431,1.0853698,1.0841188,1.0850617,1.0757267,0.0096431,1.0757267,0.0012681856,54.296295,6.8852525e-05,-0.0002652,6.9255486,0.00045559782,-0.26980183,0.310428,0.00089364086,0.7738295,1.0842607,0.004086968,-2.8086379e-06,-6.6828365,-1.2898278e-06,0.00012746397,-0.0068164
SEV_batch2_c023,246,1.0714235,1.0780809,1.0754658,1.0760707,1.0711476,0.0069333,1.0713947,0.0020668556,21.280191,2.909091e-07,-0.0006463,3.651766,0.00046122566,-0.99384093,1.0615568,0.005807771,0.016985701,1.0786036,0.7530228,-6.21336e-05,-6.672173,-9.876103e-07,3.761504e-05,-2.88e-05
SEV_batch2_c024,247,1.0710108,1.0734261,1.0719993,1.0729892,1.0639789,0.0094472,1.0639789,0.0011713384,27.515997,7.1029295e-05,-0.0006038,4.313011,0.00053364225,-0.21957093,1.690065e-10,2.0693693e-05,1.0719993,1.0716205,0.034190107,7.503173e-06,-6.5455,-1.1653051e-06,0.00012519899,-0.0070319
SEV_batch2_c025,249,1.0676695,1.0721645,1.0704823,1.0712626,1.0640887,0.0080758,1.0640887,0.001429145,30.83919,3.61697e-05,-0.0005136,4.707426,0.000419922,-0.5008573,1.0579026,0.0023959181,0.013845937,1.0717746,0.2672169,-2.5592964e-05,-6.7536626,-1.3113299e-06,0.00010685137,-0.0035808
SEV_batch2_c026,249,1.0773104,1.0825263,1.0806011,1.0814126,1.0733846,0.0091417,1.0733846,0.0016854912,13.376248,3.9654544e-05,-0.0007746,2.6935263,0.00053974334,-0.51098657,1.0656794,0.0029349318,0.01648402,1.0821958,0.29244083,-3.157605e-05,-6.5356255,-1.4950957e-06,0.000119428616,-0.0039258
SEV_batch2_c028,248,1.0759076,1.0778632,1.0766113,1.0770229,1.0682162,0.009647,1.0682162,0.001465654,13.001324,7.769091e-05,-0.0055941,0.59316427,0.0011956969,-0.12664221,4.0080148e-11,3.2065275e-06,1.0766113,1.0760272,0.051907822,1.1568051e-05,-5.8447576,-1.1135595e-06,0.00012403756,-0.0076914
SEV_batch2_c029,245,1.0787998,1.0793418,1.0781639,1.078729,1.0699197,0.0094221,1.0699197,0.0015277441,13.527003,8.969798e-05,-0.0006798,2.4944139,0.0004059728,0.008036961,0.041389823,6.849385e-18,1.036774,1.0763073,0.4825356,3.6764413e-05,-6.783006,-1.199697e-06,0.00015793381,-0.0088801
SEV_batch2_c030,246,1.071249,1.0731578,1.0720644,1.07291,1.0634685,0.0096893,1.0634685,0.0013110827,32.485527,7.859091e-05,-0.0012303,4.4727416,0.0004916804,-0.17592543,3.2147365e-11,2.2242257e-06,1.0720644,1.0713894,0.08659041,1.33652575e-05,-6.6166344,-1.33016e-06,0.00014771143,-0.0077805
SEV_batch2_c031,252,1.0785081,1.0801251,1.0791221,1.0796938,1.0695118,0.0106133,1.0695118,0.0014117424,27.929094,9.087172e-05,-0.0013871,4.1471043,0.0005039977,-0.1164506,0.0014381995,7.142708e-13,1.0776839,1.0782107,0.1361854,1.8048164e-05,-6.595143,-1.2901869e-06,0.00014835705,-0.0089963
SEV_batch2_c032,360,1.0795146,1.0809267,1.0795892,1.0799989,1.0712117,0.009715,1.0712117,0.0014023649,0.29162854,8.386768e-05,-0.0023041,0.1641868,0.0010121953,-0.055114258,0.018209366,5.0520645e-15,1.0613799,1.0784616,0.21121679,2.2327371e-05,-5.9894714,-1.0309583e-06,0.00012645415,-0.0083029
SEV_batch2_c033,246,1.0847911,1.085596,1.0844895,1.0848111,1.0758885,0.0097075,1.0758885,0.0013566391,10.297798,8.9925255e-05,-0.0016781,1.9434385,0.00055797695,-0.002241499,0.026105618,5.824302e-16,1.0583838,1.0832151,0.28828716,2.5234187e-05,-6.5067673,-1.0765041e-06,0.0001339611,-0.0089026
SEV_batch2_c035,246,1.0718495,1.0744882,1.0732586,1.0741467,1.0651143,0.0093739,1.0651143,0.0013079513,17.514563,6.803232e-05,-0.0014427,3.0675025,0.0005522397,-0.25432888,5.853832e-11,1.4047288e-05,1.0732586,1.0730256,0.010373633,4.6149753e-06,-6.5157447,-1.3882272e-06,0.00014482593,-0.0067352
SEV_batch2_c036,249,1.0852383,1.0860698,1.0850738,1.0859089,1.0753652,0.0107046,1.0753652,0.0015846594,42.62448,9.9728284e-05,-0.0009542,5.84274,0.0005263463,-0.06360196,0.02762521,6.5955994e-16,1.0574486,1.0836009,0.28228414,2.9166982e-05,-6.557457,-1.3617259e-06,0.0001667013,-0.0098731
SEV_batch2_c037,245,1.081265,1.081674,1.0805892,1.0813913,1.0712371,0.0104369,1.0712371,0.0016030141,57.839085,0.00010129192,-0.0001912,7.1520896,0.00039666012,-0.012438203,0.043696646,3.3312325e-18,1.0368925,1.0785884,0.50904167,3.9621085e-05,-6.803163,-1.1742627e-06,0.00015822162,-0.0100279
SEV_batch2_c038,251,1.074622,1.0757483,1.074856,1.0755442,1.0661006,0.0096477,1.0661006,0.001300286,34.81495,8.6074746e-05,-0.0012311,5.1356225,0.0004939011,-0.09765344,0.013266705,2.0817209e-14,1.0615894,1.0737842,0.22197916,2.1223028e-05,-6.61272,-1.1442347e-06,0.00013679074,-0.0085214
SEV_batch2_c039,246,1.0863159,1.0868819,1.0857941,1.0866104,1.0743777,0.0125042,1.0743777,0.0018235008,37.9037,0.00012058788,-0.0003601,5.663461,0.0005129164,-0.024074815,0.03835487,3.2861874e-17,1.0474392,1.0838869,0.35744062,3.7767677e-05,-6.579907,-1.4246519e-06,0.00018165752,-0.0119382
SEV_batch2_c040,361,1.0798434,1.0831202,1.0811752,1.0820432,1.0735563,0.0095639,1.0735563,0.0018332236,9.052246,6.3506064e-05,-0.0068388,-0.7174006,0.0013524329,-0.25919947,0.9067318,0.0016123743,0.17517404,1.081921,0.054065548,-1.4766858e-05,-5.7377687,-1.0316769e-06,8.9432506e-05,-0.0062871
SEV_batch2_c041,249,1.0736984,1.0761088,1.0746328,1.075144,1.0648384,0.0112704,1.0648384,0.001532455,9.215293,8.949495e-05,-0.0009031,1.9192439,0.0005897415,-0.14028159,0.007453914,2.1384309e-13,1.0671788,1.0735202,0.17218718,2.202929e-05,-6.458677,-1.4171787e-06,0.00016516434,-0.00886
SEV_batch2_c042,245,1.082616,1.0841106,1.0830368,1.0837672,1.074605,0.0095056,1.074605,0.001233059,30.574078,8.091919e-05,-0.0006254,4.6276855,0.00044808505,-0.12564668,0.00031701103,7.3035794e-13,1.0827198,1.082201,0.15009028,1.6549027e-05,-6.697279,-1.1461516e-06,0.00013231034,-0.008011
SEV_batch2_c043,249,1.0790776,1.08064,1.07951,1.0802096,1.0691837,0.0114563,1.0691837,0.0014931574,50.673992,9.9938385e-05,-0.0003742,6.560971,0.0005048404,-0.102667354,0.0019176169,6.485914e-13,1.0775924,1.0785841,0.12565339,1.8336019e-05,-6.593692,-1.3891735e-06,0.00015864254,-0.0098939
SEV_batch2_c044,246,1.0763599,1.0772526,1.0762508,1.0771043,1.066477,0.0107757,1.066477,0.0014465316,53.067608,9.9828285e-05,-0.0003317,6.628151,0.00050071627,-0.07004535,0.02674009,5.787866e-16,1.0495107,1.0748633,0.30063695,2.7476504e-05,-6.6008167,-1.1797572e-06,0.00014663198,-0.009883
SEV_batch2_c047,259,1.0470229,1.0502502,1.0487963,1.049687,1.0383378,0.0119124,1.0383378,0.0017336089,39.51879,8.772828e-05,-0.0001729,5.8077397,0.00046768275,-0.23473902,0.38771868,0.0007625336,0.6612254,1.0489475,0.0024850916,-2.9938817e-06,-6.660097,-1.6899454e-06,0.00016769061,-0.0086851
SEV_batch3_c000,819,1.0694544,1.0713712,1.0703483,1.070883,1.0665728,0.0047984,1.0665728,0.000749114,7.154094,2.910707e-05,-0.0002431,2.1316826,0.00017938195,-0.33144635,0.35142255,0.0008222919,0.7190702,1.0704958,0.012676569,-2.9218716e-06,-7.4924426,-7.5343536e-07,7.31751e-05,-0.0028816
SEV_batch3_c001,585,1.0664777,1.0687399,1.0676867,1.0680795,1.0642239,0.004516,1.0642239,0.0007806131,13.73487,2.2765656e-05,-0.0002074,3.24884,0.00018868664,-0.41544768,0.7790503,0.001551262,0.28924033,1.068303,0.20366938,-1.2204248e-05,-7.448518,-6.2570405e-07,5.0991857e-05,-0.0022538
