cell_name,knee_cycle,cap_end,cap_max,cap_mean,cap_mid,cap_min,cap_range,cap_start,cap_std,dQ_kurtosis,dQ_mean,dQ_min,dQ_skewness,dQ_std,drop_ratio,exp_a,exp_b,exp_c,linear_intercept,linear_r2,linear_slope,log_var_dQ,quad_a,quad_b,total_drop
SEV_batch2_c006,256,1.0347784,1.0725312,1.0575476,1.059578,1.0347784,0.0377528,1.0651802,0.011743187,32.457928,-0.00020403892,-0.0012004,4.202042,0.00044900048,4.426664,1.0774729,0.03744988,7.2880184e-13,1.0776507,0.96392417,-0.00026626643,-6.6955066,-1.2039161e-06,-8.4475105e-05,0.0304018
SEV_batch2_c007,530,1.0009222,1.024101,1.0133727,1.0144352,0.9972342,0.02686677,1.0219246,0.0068274047,3.1227365,-0.0001409557,-0.0069535,0.2241399,0.0019031507,1.8042834,1.0248904,0.022646794,1.6284162e-10,1.0250065,0.95506006,-0.00015409196,-5.441054,-2.9066234e-07,-0.00011020196,0.0210024
SEV_batch2_c009,309,1.0325679,1.0364138,1.0345031,1.0345917,1.0295508,0.006863,1.0295508,0.0011610232,0.111263506,2.0248994e-05,-0.0011209,0.28610238,0.0005946941,-0.40147594,0.9801357,0.002713874,0.055696182,1.0358497,0.44247514,-1.7835871e-05,-6.4514127,-2.9184693e-07,2.6233014e-05,-0.0030171
SEV_batch2_c010,249,1.0592568,1.0739418,1.0686843,1.0700788,1.0592568,0.014685,1.065103,0.0044965944,76.33007,-3.923691e-05,-0.0003601,8.015816,0.00038508486,-2.1749704,1.0749043,0.013400652,0.00094999507,1.0759435,0.8572237,-9.61479e-05,-6.828887,-8.790753e-07,3.6592464e-05,0.0058463
SEV_batch2_c011,248,1.0634439,1.0759286,1.0718066,1.07333,1.0633436,0.012585,1.0680432,0.0037755582,45.790264,-3.0867785e-05,-0.0011581,5.429581,0.00040447115,-1.8699592,1.0776733,0.010927716,2.2698243e-09,1.0777487,0.8147165,-7.8703386e-05,-6.786225,-8.7764545e-07,5.3821073e-05,0.0045993
SEV_batch2_c012,252,1.0468165,1.0742466,1.0637575,1.0652862,1.0468165,0.0274301,1.0676208,0.0084427595,41.80912,-0.00013962618,-0.001563,4.834318,0.00042700578,7.9112906,1.0779836,0.02662931,1.30370905e-08,1.0781314,0.9533826,-0.00019038252,-6.7391324,-9.886913e-07,-4.1090123e-05,0.0208043
SEV_batch2_c013,244,1.061251,1.0832168,1.0747601,1.0761265,1.061251,0.0219658,1.076097,0.006820678,87.19023,-9.963758e-05,-0.0003849,8.660801,0.0003996971,-504.25595,1.0862241,0.021258274,3.1154224e-09,1.0863501,0.94971883,-0.00015350909,-6.796538,-7.8766095e-07,-3.4572284e-05,0.014846
SEV_batch2_c014,249,1.076826,1.0828831,1.0809922,1.0820886,1.0742625,0.0086206,1.0742625,0.0018051703,65.25292,1.7204698e-05,-0.0012444,6.9450154,0.00038137956,-0.6724422,1.0709875,0.00409376,0.012193866,1.0832113,0.49704576,-2.9391746e-05,-6.837285,-6.47151e-07,6.832806e-05,-0.0025635
SEV_batch2_c018,246,1.049591,1.0676094,1.0608388,1.062312,1.049591,0.0180185,1.0610169,0.005264369,1.486516,-7.668456e-05,-0.0018887,0.29075813,0.000668375,-9.822486,1.0685622,0.016315991,0.00094656314,1.0696115,0.9134197,-0.00011619582,-6.34996,-8.138841e-07,6.700682e-06,0.011426
SEV_batch2_c019,247,1.0222536,1.0496798,1.0372128,1.0380118,1.0222147,0.0274651,1.0454259,0.008391083,10.720828,-0.00015551879,-0.0013215,1.6186247,0.00042647024,2.1254365,1.0516316,0.027675977,1.6426846e-10,1.0517665,0.989451,-0.00019276323,-6.7402225,-3.7193368e-07,-0.00013660124,0.0231723
SEV_batch2_c020,247,1.0821209,1.0894939,1.0866123,1.0882581,1.0786781,0.0108158,1.0786781,0.0022337046,42.35946,2.310604e-05,-0.0014741,5.039633,0.00049098,-0.6406263,1.0706322,0.0051205643,0.018716512,1.0893861,0.5072119,-3.6739177e-05,-6.617872,-7.709697e-07,7.9677244e-05,-0.0034428
SEV_batch2_c021,250,1.0700984,1.082017,1.0776552,1.078763,1.0700984,0.0119185,1.0718927,0.00356122,48.8108,-1.2042282e-05,-0.0014956,5.571979,0.0005368616,-1.2611676,1.0831435,0.010168424,8.855089e-09,1.0832138,0.8013308,-7.3623036e-05,-6.540275,-7.717874e-07,4.291687e-05,0.0017943
SEV_batch2_c022,245,1.0778842,1.0853698,1.0828696,1.0840862,1.0757267,0.0096431,1.0757267,0.0021939063,76.61709,1.4479866e-05,-0.0003593,8.031574,0.0003843679,-0.7419104,1.0646291,0.005275136,0.021043586,1.0857108,0.5516462,-3.763201e-05,-6.830506,-7.4651274e-07,7.509141e-05,-0.0021575
SEV_batch2_c023,246,1.0652682,1.0780809,1.0731502,1.0735642,1.0652682,0.0128127,1.0713947,0.0038104614,25.807142,-4.111745e-05,-0.0006463,3.7337162,0.00040500576,-3.8239226,1.0792844,0.011721596,0.00016646476,1.0795275,0.9213226,-8.446804e-05,-6.7850776,-4.9045775e-07,-1.0408921e-05,0.0061265
SEV_batch2_c024,247,1.0676321,1.0734261,1.071194,1.0721304,1.0639789,0.0094472,1.0639789,0.0015909604,32.59344,2.451812e-05,-0.0006841,4.4218664,0.00047003536,-0.5518371,1.0724269,0.0030151461,0.0003822293,1.0728315,0.34841692,-2.1687925e-05,-6.655739,-6.3057394e-07,7.352874e-05,-0.0036532
SEV_batch2_c025,249,1.0611731,1.0721645,1.0685056,1.069844,1.0611731,0.0109914,1.0640887,0.0032276874,35.98786,-1.9567786e-05,-0.0005583,4.700749,0.00037320214,-1.506594,1.073366,0.00908394,1.403628e-09,1.0734296,0.76550734,-6.521916e-05,-6.856112,-8.3685575e-07,6.1146064e-05,0.0029156
SEV_batch2_c026,249,1.0705861,1.0825263,1.0784197,1.0798789,1.0705295,0.0119968,1.0733846,0.0035588993,13.383024,-1.8781879e-05,-0.0008297,2.3412778,0.00049876096,-1.4309163,1.0791646,0.0100425435,0.00465559,1.0838902,0.7771924,-7.245844e-05,-6.604215,-8.625752e-07,5.779041e-05,0.0027985
SEV_batch2_c028,248,1.0736536,1.0778632,1.0756196,1.0762423,1.0649204,0.0129428,1.0682162,0.0023634508,7.221108,3.6492616e-05,-0.0060982,0.6635323,0.0017017836,-0.32253525,1.0735674,0.0036678466,0.004018572,1.0776134,0.23406574,-2.6407333e-05,-5.5381913,-7.695683e-07,8.979749e-05,-0.0054374
SEV_batch2_c029,245,1.0763817,1.0793418,1.0779946,1.0790402,1.0699197,0.0094221,1.0699197,0.0013195332,11.445292,4.3369128e-05,-0.0010235,1.972445,0.00039549652,-0.2914862,1.3041312e-10,1.8633213e-05,1.0779946,1.0776231,0.026072567,4.920636e-06,-6.8057146,-6.695013e-07,0.00010601533,-0.006462
SEV_batch2_c030,246,1.0670142,1.0731578,1.071127,1.0723978,1.0634685,0.0096893,1.0634685,0.0018475846,46.78467,2.3796645e-05,-0.0012303,5.331852,0.00041374267,-0.60291404,1.0585531,0.00340807,0.014375735,1.072954,0.32162002,-2.4198302e-05,-6.7665396,-7.973194e-07,9.619692e-05,-0.0035457
SEV_batch2_c031,252,1.0756298,1.0801251,1.0784782,1.079622,1.0695118,0.0106133,1.0695118,0.0015576185,37.95119,4.1060404e-05,-0.0013871,4.697066,0.00043003648,-0.39486855,1.0672536,0.0019693712,0.012274821,1.0795432,0.1537679,-1.4105969e-05,-6.7329893,-6.9188746e-07,9.036904e-05,-0.006118
SEV_batch2_c032,360,1.0780647,1.0809267,1.0792965,1.0806205,1.0712117,0.009715,1.0712117,0.0013119887,0.030754954,4.599329e-05,-0.0023041,0.045806278,0.0010251226,-0.27163932,0.54019415,0.00064105715,0.5392754,1.0794721,0.005896908,-2.3267582e-06,-5.9784484,-5.229373e-07,7.6636774e-05,-0.006853
SEV_batch2_c033,246,1.0825964,1.085596,1.0841818,1.0850782,1.0758885,0.0097075,1.0758885,0.0012699174,5.308572,4.5019464e-05,-0.0018463,0.79696023,0.0006158973,-0.27006322,0.53415537,0.0006436714,0.55019826,1.0843562,0.0062069,-2.3105845e-06,-6.4209833,-5.8767677e-07,8.642861e-05,-0.0067079
SEV_batch2_c035,246,1.0668604,1.0744882,1.0719794,1.0735165,1.0651143,0.0093739,1.0651143,0.002283601,14.493044,1.1718792e-05,-0.0014555,2.21302,0.0005387386,-0.79218537,1.074707,0.0050846464,4.4268615e-09,1.0747447,0.48229855,-3.662581e-05,-6.537244,-8.6855624e-07,9.452618e-05,-0.0017461
SEV_batch2_c036,249,1.0828956,1.0860698,1.0846918,1.0858151,1.0753652,0.0107046,1.0753652,0.001487082,21.636282,5.05396e-05,-0.0014197,2.9233086,0.00057302765,-0.27938068,0.7273537,0.00070875115,0.35759577,1.0849533,0.010171341,-3.4636423e-06,-6.483649,-7.081622e-07,0.00010346885,-0.0075304
SEV_batch2_c037,245,1.0796086,1.081674,1.0805228,1.081674,1.0712371,0.0104369,1.0712371,0.0013514556,17.5743,5.6184563e-05,-0.0013398,2.2551835,0.000498015,-0.197894,2.7593483e-11,1.9335482e-06,1.0805228,1.0798455,0.082599804,8.970162e-06,-6.605515,-6.324507e-07,0.000104470215,-0.0083715
SEV_batch2_c038,251,1.0716988,1.0757483,1.0743446,1.0754184,1.0661006,0.0096477,1.0661006,0.0013758732,50.809807,3.7571812e-05,-0.0012311,6.112522,0.00041379317,-0.39919296,1.0135856,0.0013984286,0.06146751,1.0750631,0.08967894,-9.515523e-06,-6.7664332,-6.5819575e-07,8.987203e-05,-0.0055982
SEV_batch2_c039,246,1.083769,1.0868819,1.0855379,1.0865597,1.0743777,0.0125042,1.0743777,0.0016099446,22.580524,6.3028856e-05,-0.0015779,3.0843084,0.0005398856,-0.2290839,6.880152e-08,2.0237248e-05,1.0855378,1.0853581,0.0040988717,2.3804118e-06,-6.5353966,-7.692832e-07,0.00011854217,-0.0093913
SEV_batch2_c040,361,1.0742161,1.0831202,1.0797274,1.0814859,1.0715486,0.0115716,1.0735563,0.0027627354,9.170742,4.428188e-06,-0.0068388,-0.6885632,0.0012341033,-0.9167928,1.0720406,0.0066208574,0.011227927,1.0833157,0.55487186,-4.752747e-05,-5.817297,-7.2718467e-07,6.2277424e-05,-0.0006598
SEV_batch2_c041,249,1.0703001,1.0761088,1.0738713,1.0753689,1.0648384,0.0112704,1.0648384,0.0017933022,9.909718,3.6655703e-05,-0.0009031,1.7935389,0.000535643,-0.48134467,1.0579131,0.002367845,0.017209776,1.0751406,0.16478059,-1.6811851e-05,-6.542249,-8.342579e-07,0.00010916109,-0.0054617
SEV_batch2_c042,245,1.079066,1.0841106,1.0823902,1.0834618,1.074605,0.0095056,1.074605,0.0014701886,35.564117,2.9939598e-05,-0.0006254,4.6354113,0.00039741411,-0.4963192,1.0716574,0.0020534673,0.011832249,1.0835052,0.18917882,-1.4767887e-05,-6.8015137,-6.7015947e-07,8.64262e-05,-0.004461
SEV_batch2_c043,249,1.0752144,1.08064,1.0787574,1.0800595,1.0691837,0.0114563,1.0691837,0.0017348521,69.91734,4.0474497e-05,-0.0003949,7.485825,0.00042833237,-0.44549367,1.0652887,0.0024306574,0.014762317,1.0800693,0.18808487,-1.7375944e-05,-6.7364383,-7.721391e-07,9.921706e-05,-0.0060307
SEV_batch2_c044,246,1.0739135,1.0772526,1.0759252,1.0771021,1.066477,0.0107757,1.066477,0.0013301836,70.9308,4.9910068e-05,-0.000474,7.3854556,0.0004269217,-0.30009788,0.47996667,0.0007050517,0.5961277,1.076097,0.0054838,-2.2748952e-06,-6.7393036,-6.407828e-07,9.448331e-05,-0.0074366
SEV_batch2_c047,259,1.0427874,1.0502502,1.0474885,1.0485405,1.0383378,0.0119124,1.0383378,0.0024427809,54.76455,2.9863088e-05,-0.0004136,6.629207,0.00039782023,-0.56388015,1.0503951,0.0055448385,3.5390507e-10,1.0504348,0.47853097,-3.9025508e-05,-6.8006263,-7.990128e-07,8.162543e-05,-0.0044496
SEV_batch3_c000,819,1.0685141,1.0713712,1.0698788,1.0699601,1.0665728,0.0047984,1.0665728,0.00093362527,9.811836,1.3028859e-05,-0.0002431,2.3920724,0.00015606673,-0.42688867,0.98616904,0.002172211,0.08478004,1.0709635,0.4440094,-1.4367383e-05,-7.6133795,-2.7602405e-07,2.7312248e-05,-0.0019413
SEV_batch3_c001,585,1.0653318,1.0687399,1.0670999,1.0671974,1.0642239,0.004516,1.0642239,0.0010731062,18.508875,7.4355703e-06,-0.0002261,3.5536551,0.00016273402,-0.6274088,0.9969367,0.003031022,0.07167259,1.0686293,0.66801685,-2.0255615e-05,-7.577043,-2.0331949e-07,1.0445628e-05,-0.0011079
