cell_name,knee_cycle,cap_end,cap_max,cap_mean,cap_mid,cap_min,cap_range,cap_start,cap_std,dQ_kurtosis,dQ_mean,dQ_min,dQ_skewness,dQ_std,drop_ratio,exp_a,exp_b,exp_c,linear_intercept,linear_r2,linear_slope,log_var_dQ,quad_a,quad_b,total_drop
SEV_batch1_c017,507,1.0775217,1.0776343,1.0766866,1.0772907,1.072052,0.0055823,1.072052,0.0012324774,8.1771555,0.000111626534,-0.0010069,1.4488807,0.000325791,0.04409491,0.037847973,1.251022e-17,1.0388386,1.0749199,0.658076,6.928265e-05,-6.974122,-3.3061776e-06,0.00023789771,-0.0054697
SEV_batch1_c019,507,1.0887594,1.0891064,1.0886685,1.0890085,1.0851147,0.0039917,1.0851147,0.0007637766,8.286728,7.4381634e-05,-0.0011022,1.3064141,0.00033096338,-0.0639735,4.9633442e-08,7.425917e-07,1.0886685,1.0879374,0.2934726,2.8671975e-05,-6.96044,-2.6396467e-06,0.00016329395,-0.0036447
SEV_batch1_c020,421,1.0708779,1.0757242,1.0733325,1.0738262,1.0683215,0.0074027,1.07263,0.0014927286,22.577835,-3.5757144e-05,-0.0073626,-2.4625127,0.0012956607,-2.464722,0.8872099,0.0039919373,0.18789107,1.0751725,0.48665354,-7.216029e-05,-5.7750173,-1.8464902e-06,2.2010709e-05,0.0017521
SEV_batch1_c021,462,1.0833209,1.0859262,1.084327,1.0848492,1.078456,0.0074702,1.0824388,0.0010830547,23.556276,1.8002042e-05,-0.0074702,-2.9469109,0.0012931919,-0.6340442,0.3599594,0.0019047228,0.7247102,1.0846838,0.03473694,-1.3987938e-05,-5.7766743,-1.3833991e-06,5.6565415e-05,-0.0008821
SEV_batch1_c022,793,1.084024,1.084024,1.0832164,1.0836802,1.0793039,0.0047201,1.0793039,0.00083300594,7.299035,9.632857e-05,-0.0011971,0.7755264,0.0003424035,0.07855952,0.009191259,2.3246518e-14,1.0740252,1.0823271,0.36496526,3.487236e-05,-6.9309235,-2.5310546e-06,0.00016395615,-0.0047201
SEV_batch1_c023,891,1.0834737,1.0834737,1.0826758,1.0829712,1.0792934,0.0041803,1.0792934,0.0006880664,8.148317,8.531225e-05,-0.0012773,0.45414984,0.00033785935,0.1366306,4.1953154e-08,8.963693e-07,1.0826758,1.0820308,0.28147522,2.5296355e-05,-6.9425282,-1.8592862e-06,0.00012011995,-0.0041803
SEV_batch1_c024,208,1.0786479,1.0787392,1.0780208,1.0782204,1.0745355,0.0042037,1.0745355,0.00085125386,3.095201,8.3926534e-05,-0.0012438,-0.183913,0.00047070323,0.116014004,0.016654234,3.1743805e-15,1.0613666,1.0769997,0.46086124,4.004531e-05,-6.6545057,-2.2353618e-06,0.00015404877,-0.0041124
SEV_batch1_c025,569,1.0794868,1.0795679,1.0788969,1.0792792,1.0752345,0.0043334,1.0752345,0.0009081882,9.749129,8.6781634e-05,-0.0012473,0.17607544,0.00031249985,0.051326428,0.022448322,8.430314e-16,1.0564486,1.0777187,0.5389908,4.6203408e-05,-7.0103,-2.5964275e-06,0.00017862121,-0.0042523
SEV_batch1_c026,431,1.091042,1.0915462,1.0909855,1.0901551,1.0876514,0.0038948,1.0876514,0.000726491,2.8372076,6.919592e-05,-0.0013707,-0.14754258,0.000482315,0.35423574,2.3188796e-11,2.0194148e-06,1.0909855,1.0904174,0.19588433,2.2281147e-05,-6.6333385,-2.2419508e-06,0.00013662064,-0.0033906
SEV_batch1_c027,502,1.0825706,1.0828823,1.0823562,1.082715,1.0790461,0.0038362,1.0790461,0.0007422882,5.0751724,7.1928574e-05,-0.0012449,-0.010074228,0.00040257955,-0.03935785,9.416214e-12,5.854148e-07,1.0823562,1.0816766,0.2684909,2.6652922e-05,-6.7902966,-2.482933e-06,0.0001532825,-0.0035245
SEV_batch1_c029,505,1.0833983,1.0833983,1.0829469,1.0832864,1.0794537,0.0039446,1.0794537,0.0007252018,15.206113,8.050204e-05,-7.1e-05,3.6696515,0.00020980962,0.029196128,3.339868e-08,1.609426e-08,1.0829469,1.082181,0.35721657,3.0035313e-05,-7.356349,-2.3738232e-06,0.0001511003,-0.0039446
SEV_batch1_c030,432,1.0832438,1.0838182,1.083278,1.0836473,1.0798637,0.0039545,1.0798637,0.00071376155,4.935256,6.898163e-05,-0.0012163,0.23822437,0.00041137086,-0.10664447,2.8885961e-11,2.6406522e-06,1.083278,1.082732,0.18742909,2.141308e-05,-6.771533,-2.270477e-06,0.0001372074,-0.0033801
SEV_batch1_c031,629,1.0973341,1.0983334,1.0977437,1.0980414,1.0946392,0.0036942,1.0946392,0.0006640603,4.850063,5.499796e-05,-0.0013121,0.1538584,0.00042552283,-0.20789489,2.7242892e-09,4.662182e-06,1.0977437,1.0976863,0.002404648,2.2565282e-06,-6.742154,-2.2140377e-06,0.00011517245,-0.0026949
SEV_batch1_c034,541,1.0809866,1.0809866,1.0801259,1.0805455,1.0766174,0.0043692,1.0766174,0.00084919744,3.354878,8.916735e-05,-0.0012315,-0.13658382,0.0004614062,0.112293474,0.014802963,4.815921e-15,1.0653229,1.0791522,0.420985,3.818119e-05,-6.671833,-2.4209e-06,0.0001616471,-0.0043692
SEV_batch1_c035,495,1.0754486,1.0754486,1.074472,1.0749097,1.0707464,0.0047022,1.0707464,0.0008479154,4.829619,9.596327e-05,-0.0011977,0.14837311,0.00040952448,0.12944059,0.021560472,6.5281083e-16,1.0529115,1.0734068,0.50536734,4.1769916e-05,-6.77544,-2.1136052e-06,0.00014956378,-0.0047022
SEV_batch1_c036,490,1.0820572,1.0820572,1.0814924,1.081855,1.0778315,0.0042257,1.0778315,0.0007811235,2.9231505,8.6238775e-05,-0.0012417,-0.038936455,0.00048043646,0.05022865,3.6828045e-08,3.4253335e-07,1.0814924,1.0807774,0.26841184,2.8043232e-05,-6.6367283,-2.3575878e-06,0.00014828022,-0.0042257
SEV_batch1_c037,438,1.0789655,1.0789655,1.07831,1.0786811,1.0748194,0.0041461,1.0748194,0.00077274884,3.1424387,8.461429e-05,-0.0012253,-0.07361566,0.0004716652,0.07364632,0.00017554809,2.0464597e-13,1.0781344,1.0775585,0.3028431,2.9468274e-05,-6.6527324,-2.2834006e-06,0.0001459217,-0.0041461
SEV_batch1_c039,504,1.0859538,1.0863334,1.0857999,1.0861409,1.0817773,0.0045561,1.0817773,0.0008434856,17.153305,8.523469e-05,-0.0001234,3.889717,0.00024179058,-0.042877443,0.008899963,4.151128e-14,1.0769,1.0848407,0.414238,3.761925e-05,-7.2331214,-2.7010665e-06,0.00017537364,-0.0041765
SEV_batch1_c040,485,1.0876352,1.0876946,1.0871804,1.0875932,1.0833029,0.0043917,1.0833029,0.00079313817,12.596672,8.841429e-05,-0.0001225,3.4063807,0.00024057727,0.0097895255,0.0018828929,1.9821354e-13,1.0852975,1.0863736,0.3313982,3.163963e-05,-7.2374907,-2.5973006e-06,0.00016410196,-0.0043323
SEV_batch1_c042,500,1.0844183,1.0844183,1.0838621,1.0841339,1.0798725,0.0045458,1.0798725,0.0008050892,17.709644,9.277143e-05,-7.43e-05,4.006279,0.00025005706,0.066738635,0.008974924,2.7394799e-14,1.0748872,1.0829593,0.4027563,3.5405657e-05,-7.203922,-2.3878831e-06,0.0001571877,-0.0045458
SEV_batch1_c043,498,1.071089,1.071671,1.0711378,1.071365,1.0682389,0.0034321,1.0682389,0.00057747704,13.3611965,5.8165308e-05,-0.000101,3.4941428,0.0002130746,-0.088288926,1.9351307e-11,7.3622896e-06,1.0711378,1.0710167,0.014095789,4.7510202e-06,-7.3429365,-2.1400206e-06,0.00011389207,-0.0028501
SEV_batch1_c044,500,1.0871708,1.0883306,1.0876974,1.0879718,1.0847682,0.0035624,1.0847682,0.000631044,16.043768,4.9032653e-05,-0.000108,3.8220937,0.00023265331,-0.25003123,0.14441948,0.0017541879,0.9434045,1.0878295,0.014031898,-5.179947e-06,-7.2665815,-2.3983782e-06,0.000117137344,-0.0024026
SEV_batch1_c045,506,1.0876616,1.0878601,1.0874985,1.0878118,1.0839558,0.0039043,1.0839558,0.000701083,16.51449,7.562857e-05,-7.49e-05,3.8852084,0.00022614581,-0.038952284,2.2617632e-11,1.8782702e-06,1.0874985,1.0869195,0.21844736,2.2706507e-05,-7.291223,-2.477987e-06,0.00014908385,-0.0037058
SEV_batch2_c000,71,1.0632498,1.0735837,1.0697546,1.0710336,1.0632498,0.0103339,1.0680572,0.0029067353,-0.7151511,-9.8110206e-05,-0.0020722,-0.052425053,0.001062643,-2.6151729,1.0740073,0.00794052,1.0507839e-09,1.0741794,0.74216074,-0.00017352497,-5.947225,-6.291725e-06,0.00014735303,0.0048074
SEV_batch2_c001,92,1.0343227,1.0736164,1.0564976,1.0584524,1.0343227,0.0392937,1.06918,0.011577096,0.50292075,-0.00071137346,-0.0030664,0.15427426,0.0011607569,2.2493103,1.0759882,0.036677044,3.4913714e-10,1.0766913,0.9744043,-0.0007919116,-5.8705173,-8.775434e-06,-0.0003443645,0.0348573
SEV_batch2_c002,246,1.0791321,1.0799674,1.0782849,1.079261,1.0708591,0.0091083,1.0708591,0.0015837075,1.8885219,0.00016883673,-0.0014122,0.46252126,0.0007382036,-0.015330048,0.036664203,3.6957354e-17,1.0416207,1.0763676,0.4694127,7.518997e-05,-6.2636476,-4.4695207e-06,0.00030313554,-0.008273
SEV_batch2_c003,248,1.0631078,1.0689098,1.0665994,1.0672319,1.0629183,0.0059915,1.0638535,0.0017811499,10.744549,-1.52183675e-05,-0.0010222,2.3940833,0.0005989888,-1.2207258,1.0206391,0.004867115,0.048440017,1.06918,0.67229176,-0.000101201476,-6.445163,-4.171186e-06,0.000111529,0.0007457
SEV_batch2_c004,245,1.0728215,1.0756472,1.0745242,1.0751202,1.0692153,0.0064319,1.0692153,0.0011093611,28.346754,7.359592e-05,-0.0003155,5.1176705,0.0005781739,-0.38928688,0.6784945,0.0016646859,0.3965941,1.0751121,0.08993808,-2.3054314e-05,-6.475883,-4.045345e-06,0.00018325828,-0.0036062
SEV_batch2_c005,390,1.0725982,1.0730206,1.0719225,1.0724554,1.0641999,0.0088207,1.0641999,0.0014937294,29.071484,0.00017139388,-0.0002099,5.1495256,0.0005796425,0.017297558,0.03426893,6.244423e-17,1.0376536,1.0700998,0.47689041,7.148069e-05,-6.4736795,-4.1337603e-06,0.00028230247,-0.0083983
SEV_batch2_c006,256,1.0662351,1.0725312,1.0700728,1.0708908,1.0651802,0.007351,1.0651802,0.002016134,20.468374,2.152857e-05,-0.0005039,4.2254105,0.0006129592,-0.81527334,1.069987,0.0044423863,0.0024588478,1.0725433,0.4808698,-9.688145e-05,-6.425137,-6.0186694e-06,0.00021007068,-0.0010549
SEV_batch2_c007,530,1.0184005,1.024101,1.0208691,1.0216166,1.0134369,0.0106641,1.0219246,0.0022047758,2.7511337,-7.192041e-05,-0.0045793,0.606975,0.0015704468,10.441879,0.9136503,0.0069262735,0.11037562,1.0241514,0.709775,-0.00012871592,-5.6079535,-6.4828873e-07,-9.5653195e-05,0.0035241
SEV_batch2_c009,309,1.0356054,1.0364138,1.0353104,1.0354997,1.0295508,0.006863,1.0295508,0.001165622,0.49415866,0.00012356327,-0.0010129,0.5071945,0.0006449682,0.017767992,0.008709753,2.546961e-14,1.0266006,1.0342746,0.25289464,4.0619543e-05,-6.3809233,-3.6218892e-06,0.00022533588,-0.0060546
SEV_batch2_c010,249,1.0724401,1.0739418,1.0729645,1.0736855,1.065103,0.0088387,1.065103,0.0014141611,26.829313,0.0001497347,-0.0002025,4.9939766,0.00061733084,-0.14511092,1.8887896e-11,1.0175706e-06,1.0729645,1.0720837,0.12426684,3.4544904e-05,-6.418964,-5.3148337e-06,0.00030560142,-0.007337
SEV_batch2_c011,248,1.075193,1.0759286,1.0751655,1.0757152,1.0680432,0.0078854,1.0680432,0.0012540476,25.099512,0.00014591428,-0.0003705,4.69788,0.00057920214,-0.068065695,0.007387078,9.7161753e-14,1.0677785,1.0741081,0.22771111,4.1468054e-05,-6.4743395,-4.1025532e-06,0.00025069827,-0.0071498
SEV_batch2_c012,252,1.0701246,1.0742466,1.0726357,1.0732006,1.0676208,0.0066258,1.0676208,0.0014223711,28.784657,5.109796e-05,-0.000296,5.1605754,0.00057497376,-0.55127424,0.97051203,0.0027200312,0.1034423,1.0740087,0.2984236,-5.384396e-05,-6.480704,-4.6844884e-06,0.00018506496,-0.0025038
SEV_batch2_c013,244,1.0800234,1.0832168,1.0819608,1.0824956,1.076097,0.0071198,1.076097,0.0012834743,30.441883,8.013061e-05,-0.0002551,5.36948,0.00064724643,-0.38636577,0.82892615,0.002060844,0.2538882,1.0828496,0.15360647,-3.4857756e-05,-6.3778605,-4.37767e-06,0.00018840341,-0.0039264
SEV_batch2_c014,249,1.0826744,1.0828831,1.0820694,1.0825368,1.0742625,0.0086206,1.0742625,0.0014393714,28.865799,0.00017167143,-0.0001365,5.2345567,0.0005805887,0.016629806,0.030188305,2.3576376e-16,1.0518811,1.0804602,0.40030274,6.310658e-05,-6.472263,-4.053279e-06,0.00026982382,-0.0084119
SEV_batch2_c018,246,1.0655147,1.0676094,1.0661494,1.0668695,1.0610169,0.0065925,1.0610169,0.0010739648,0.901997,9.179184e-05,-0.0018887,0.1872251,0.00085573527,-0.23148687,0.08932921,6.720401e-11,0.9768201,1.0661201,0.00023592355,1.1430973e-06,-6.135321,-3.9359215e-06,0.00020187511,-0.0044978
SEV_batch2_c019,247,1.0430199,1.0496798,1.0466686,1.0469995,1.0428479,0.0068319,1.0454259,0.0020011482,13.067089,-4.910204e-05,-0.0007713,2.980856,0.0005087744,-2.5289783,1.0401336,0.0059723184,0.009634821,1.0498934,0.831591,-0.00012645664,-6.5869493,-2.8984336e-06,2.136347e-05,0.002406
SEV_batch2_c020,247,1.0889708,1.0894939,1.0880039,1.0886298,1.0786781,0.0108158,1.0786781,0.0017993794,22.691977,0.0002100551,-0.000423,4.3700175,0.0007108623,0.034265503,0.038499773,3.3204214e-17,1.049504,1.0858744,0.44851628,8.350631e-05,-6.296429,-5.1024513e-06,0.00034373134,-0.0102927
SEV_batch2_c021,250,1.0805244,1.082017,1.0809193,1.0815012,1.0718927,0.0101242,1.0718927,0.0015902781,26.33803,0.00017615715,-0.0004881,4.808181,0.00078303326,-0.10165999,0.0055393297,3.692239e-13,1.0753798,1.0797404,0.17597355,4.6227913e-05,-6.2124395,-5.598072e-06,0.0003317296,-0.0086317
SEV_batch2_c022,245,1.0849304,1.0853698,1.0843208,1.0850732,1.0757267,0.0096431,1.0757267,0.0016300858,27.256033,0.0001878306,-0.0001636,5.0670485,0.0006170819,-0.0152784465,0.033316713,1.4467557e-16,1.051004,1.0824555,0.41934752,7.3148425e-05,-6.4193144,-4.7713866e-06,0.00031648914,-0.0092037
SEV_batch2_c023,246,1.0762296,1.0780809,1.0771202,1.077683,1.0713947,0.0066862,1.0713947,0.0010638469,13.068658,9.867143e-05,-0.0005673,3.1613283,0.00058881234,-0.23112765,0.22310878,0.0009684298,0.85411936,1.0772328,0.0035943969,-4.4197695e-06,-6.4600463,-3.7916086e-06,0.00018895227,-0.0048349
SEV_batch2_c024,247,1.0725901,1.0734261,1.0719405,1.0726565,1.0639789,0.0094472,1.0639789,0.0015707401,18.691622,0.00017573878,-0.0004575,3.876035,0.0006724766,-0.0076518855,0.037985764,2.6414124e-17,1.0339547,1.069959,0.5096126,7.770195e-05,-6.3446455,-3.943078e-06,0.00027879895,-0.0086112
SEV_batch2_c025,249,1.0713978,1.0721645,1.0712411,1.0720184,1.0640887,0.0080758,1.0640887,0.0013431499,16.898354,0.00014916531,-0.0005136,3.6676316,0.00055011903,-0.07826273,0.015906664,1.1272153e-14,1.0553346,1.0699611,0.29088557,5.019877e-05,-6.519087,-4.486097e-06,0.00027898973,-0.0073091
SEV_batch2_c026,249,1.0816609,1.0825263,1.0815244,1.0823706,1.0733846,0.0091417,1.0733846,0.0015483795,9.019569,0.00016890408,-0.000763,2.5232544,0.0006641167,-0.07897841,0.017192813,1.3126007e-14,1.0643315,1.0801343,0.258097,5.4510027e-05,-6.355511,-5.307741e-06,0.0003252048,-0.0082763
SEV_batch2_c028,248,1.0777763,1.0778632,1.0764735,1.0772359,1.0682162,0.009647,1.0682162,0.0017009025,7.283616,0.00019510408,-0.0008848,1.9637876,0.0006812485,0.0599133,0.041033484,6.487795e-18,1.03544,1.0743482,0.5000086,8.334425e-05,-6.333389,-4.4907524e-06,0.0003123726,-0.0095601
SEV_batch2_c029,245,1.0790801,1.0791485,1.0773668,1.0780925,1.0699197,0.0092288,1.0699197,0.0018330999,9.3234625,0.00018694694,-0.0006798,2.3189714,0.000499489,0.120839864,0.050832637,3.1053022e-19,1.0265342,1.0746181,0.7200489,0.00010778904,-6.602948,-4.068776e-06,0.0003152966,-0.0091604
SEV_batch2_c030,246,1.0730506,1.0731578,1.0718647,1.0726111,1.0634685,0.0096893,1.0634685,0.0017493799,28.594376,0.00019555306,-0.0002287,5.1166935,0.00057808176,0.048071664,0.043096434,4.698143e-18,1.0287683,1.069515,0.57784504,9.215042e-05,-6.4760213,-4.51405e-06,0.00032236698,-0.0095821
SEV_batch2_c031,252,1.0800272,1.0801251,1.078808,1.0796106,1.0695118,0.0106133,1.0695118,0.0018980484,21.29192,0.0002146,-0.0003342,4.2910314,0.000609751,0.041252427,0.04299519,9.169016e-18,1.0358129,1.0764173,0.50809145,9.375312e-05,-6.429695,-5.1010343e-06,0.00035390587,-0.0105154
SEV_batch2_c032,360,1.0806761,1.0809267,1.079181,1.0801948,1.0712117,0.009715,1.0712117,0.0017878072,0.320244,0.00019315102,-0.0020925,0.17725489,0.0010540949,0.053578388,0.043226343,2.2764013e-18,1.0359546,1.0769416,0.502444,8.781567e-05,-5.954241,-4.3409045e-06,0.0003092018,-0.0094644
SEV_batch2_c033,246,1.0851756,1.0853667,1.0839794,1.0847658,1.0758885,0.0094782,1.0758885,0.0017583973,5.7719545,0.00018953266,-0.0016781,1.5439866,0.00071719417,0.046162684,0.04215739,7.370503e-18,1.041822,1.08173,0.52405995,8.820943e-05,-6.2887263,-4.7322633e-06,0.00032955487,-0.0092871
SEV_batch2_c035,246,1.0740943,1.0744882,1.0732669,1.0739892,1.0651143,0.0093739,1.0651143,0.0017207223,7.234023,0.0001832653,-0.0014427,1.9304905,0.000760125,0.011842387,0.038070392,2.2203996e-17,1.0351964,1.0711098,0.50329816,8.459233e-05,-6.2382298,-4.6683053e-06,0.00032267589,-0.00898
SEV_batch2_c036,249,1.0858954,1.0860698,1.0845071,1.0853626,1.0753652,0.0107046,1.0753652,0.0020797872,20.413113,0.00021490204,-0.0009542,4.1290216,0.0007207847,0.053293858,0.045037672,4.941429e-18,1.0394695,1.0816672,0.5971653,0.000111371395,-6.284389,-5.603377e-06,0.00039714362,-0.0105302
SEV_batch2_c037,245,1.0813301,1.0813301,1.0797105,1.0803931,1.0712371,0.010093,1.0712371,0.0018924108,29.408995,0.0002059796,-7.09e-05,5.274887,0.00053636316,0.10233726,0.0501928,6.0662624e-19,1.0295177,1.07696,0.67653006,0.0001078615,-6.5410824,-4.2281963e-06,0.00032349952,-0.010093
SEV_batch2_c038,251,1.0756546,1.0756546,1.0744326,1.0750711,1.0661006,0.009554,1.0661006,0.0017131631,16.437439,0.0001949796,-0.0012311,3.6004803,0.0006747933,0.06504654,0.04236653,5.1108078e-18,1.032066,1.0722125,0.5378405,8.7062865e-05,-6.3416586,-4.389788e-06,0.00031094204,-0.009554
SEV_batch2_c039,246,1.0867134,1.0867134,1.0850079,1.0859218,1.0743777,0.0123357,1.0743777,0.0023196144,19.415995,0.00025174898,-0.0002895,4.2608514,0.00068536564,0.06857183,0.0474161,3.589065e-18,1.0375918,1.0818939,0.5771758,0.00012211734,-6.3281555,-5.9262775e-06,0.0004243575,-0.0123357
SEV_batch2_c040,361,1.0826643,1.0831202,1.08185,1.0826379,1.0735563,0.0095639,1.0735563,0.0016666749,3.1776497,0.00018587755,-0.0010637,1.1386951,0.00074917026,0.0029069767,0.033382453,1.1598146e-16,1.0484676,1.0800126,0.38928658,7.205981e-05,-6.2508388,-4.92203e-06,0.0003230833,-0.009108
SEV_batch2_c041,249,1.0757265,1.0761088,1.0742357,1.0751492,1.0648384,0.0112704,1.0648384,0.002039523,7.832085,0.00022220612,-0.0009031,2.1265762,0.0006903912,0.055989835,0.044588424,3.4729567e-18,1.0296472,1.0715235,0.56636953,0.00010636189,-6.3218093,-5.3015974e-06,0.00037674335,-0.0108881
SEV_batch2_c042,245,1.0837798,1.0841106,1.0827454,1.0835464,1.074605,0.0095056,1.074605,0.0016526841,17.308735,0.00018724082,-0.0006254,3.738563,0.00058525446,0.026103295,0.040820196,7.6993285e-18,1.0419252,1.080595,0.54219586,8.4328705e-05,-6.4653106,-4.204591e-06,0.00029876284,-0.0091748
SEV_batch2_c043,249,1.0803803,1.08064,1.0791993,1.0799508,1.0691837,0.0114563,1.0691837,0.0020197658,25.80927,0.00022850205,-0.0003742,4.8495884,0.000681278,0.039890036,0.04200544,1.2619378e-17,1.0371939,1.0766506,0.5099484,9.994742e-05,-6.333351,-5.53813e-06,0.00038239209,-0.0111966
SEV_batch2_c044,246,1.0768008,1.0771866,1.075696,1.0763541,1.066477,0.0107097,1.066477,0.0018751519,29.005697,0.00021069184,-0.0003026,5.150576,0.00066872075,0.045225367,0.04299786,6.5621466e-18,1.032698,1.0732051,0.5650749,9.767804e-05,-6.34951,-4.7952417e-06,0.00034223538,-0.0103239
SEV_batch2_c047,259,1.0497504,1.0502502,1.0490764,1.050132,1.0383378,0.0119124,1.0383378,0.002282793,19.037502,0.0002329102,-0.0001358,4.125742,0.00062950683,-0.032354888,0.031724524,4.8152717e-16,1.017352,1.0465637,0.38803685,9.853953e-05,-6.401999,-7.568334e-06,0.00048452456,-0.0114126
SEV_batch3_c000,819,1.0709598,1.0713712,1.0705181,1.0707502,1.0665728,0.0047984,1.0665728,0.0009516755,4.034868,8.9530615e-05,-0.0002431,1.762542,0.00021625054,0.05017475,0.015992004,4.928108e-15,1.0545261,1.0694062,0.43728703,4.3609358e-05,-7.3300858,-3.2013909e-06,0.00020688029,-0.004387
